body,fuel,model_date,doors,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,condition,owners,generation,restyling,age,price,brand,features_count
0,0,1994,5,0,4.0,205,200000,2,1,1,3,2,0.0,20.0,350000,4,23
11,0,2005,5,2,1.8,125,145000,1,1,1,3,2,0.0,14.0,260000,4,20
11,0,2008,4,0,2.0,136,198000,0,1,1,3,5,1.0,11.0,500000,0,30
2,0,2001,5,0,1.9,125,300000,1,1,1,3,0,0.0,19.0,250000,11,0
11,0,2005,5,2,1.4,97,225000,1,1,1,3,2,0.0,15.0,190000,7,0
3,0,2005,2,3,5.0,507,40000,0,1,0,2,2,0.0,15.0,60000,0,0
11,0,1993,5,0,1.8,122,380000,0,1,1,3,1,0.0,26.0,175000,11,8
11,0,2005,5,0,2.7,192,161000,1,1,1,3,4,0.0,13.0,500000,6,53
0,5,2004,7,0,2.7,190,189000,2,1,1,3,3,0.0,12.0,700000,8,0
15,0,2006,5,3,1.4,90,94400,1,1,1,3,1,0.0,12.0,240000,14,25
11,0,2004,5,0,3.0,249,195230,0,1,1,3,3,0.0,15.0,650000,9,0
11,0,2006,5,0,2.4,158,440000,1,1,1,3,9,1.0,13.0,320000,12,0
11,0,2005,5,0,2.0,150,172158,1,1,1,3,0,0.0,14.0,420000,18,31
0,0,2001,5,0,3.2,218,250500,2,1,1,2,1,1.0,18.0,800000,11,0
11,0,1999,5,2,1.5,88,309150,1,1,1,3,2,0.0,18.0,155000,6,0
11,0,2005,5,2,1.8,120,225000,1,1,1,2,1,1.0,13.0,250000,10,32
11,0,2001,4,2,2.5,192,245000,0,1,1,3,4,1.0,18.0,320000,0,11
0,0,2002,5,0,3.2,241,267000,2,1,1,3,1,0.0,15.0,450000,18,29
6,5,2007,5,2,1.5,110,268000,1,1,1,3,3,0.0,12.0,299000,15,14
11,0,2001,5,2,1.6,98,175000,1,1,1,3,1,1.0,17.0,150000,4,0
0,5,2000,5,2,2.0,112,130000,1,1,1,2,1,0.0,11.0,470000,6,0
15,0,2007,3,0,1.6,115,184500,0,1,1,3,1,1.0,12.0,400000,0,30
0,0,2006,5,0,4.7,340,173000,2,1,1,3,1,0.0,12.0,958000,11,49
11,0,2005,4,0,3.0,306,175000,2,1,1,3,5,0.0,13.0,900000,0,16
11,0,2002,5,2,1.4,98,214000,1,1,1,3,2,0.0,15.0,180000,15,0
11,0,2006,5,2,2.0,150,113000,1,1,1,3,1,1.0,14.0,260000,10,0
0,5,2007,5,0,3.0,240,210000,2,1,1,3,1,1.0,11.0,880000,18,51
0,0,2006,5,0,2.3,238,145000,2,1,1,3,1,0.0,13.0,433000,10,43
0,0,2005,5,0,4.2,396,250000,2,1,1,3,3,1.0,15.0,550000,8,0
0,0,2006,5,2,2.4,136,185000,2,1,1,3,1,0.0,13.0,480000,1,0
15,0,2004,5,0,1.6,109,260111,1,1,1,2,1,0.0,12.0,215000,3,19
11,0,1984,5,2,2.0,118,100000,0,1,1,3,0,0.0,31.0,200000,11,0
15,0,2005,5,0,1.6,110,148500,1,1,1,3,3,0.0,14.0,270000,15,0
11,0,1999,5,2,1.5,102,25000,1,1,1,3,2,0.0,12.0,300000,6,0
0,0,2007,5,1,2.0,141,205000,2,1,1,2,2,0.0,12.0,575000,13,0
15,0,1995,5,2,1.6,90,347000,1,1,1,2,1,0.0,24.0,130000,13,0
0,5,1982,5,0,2.5,95,199000,2,0,1,3,1,0.0,31.0,190000,12,5
11,0,2000,4,0,2.2,170,361500,0,1,1,3,4,1.0,19.0,215000,0,0
11,0,1996,5,2,1.8,125,180000,1,1,1,1,0,0.0,22.0,120000,18,0
11,0,2000,4,0,2.5,192,450000,0,1,1,3,4,1.0,19.0,220000,0,18
15,0,2005,5,2,1.4,97,170315,1,1,1,3,1,1.0,12.0,260000,6,0
11,0,1996,5,2,1.8,125,390000,1,1,1,3,0,0.0,20.0,150000,18,2
11,0,1996,5,2,1.8,125,380000,1,1,1,3,0,0.0,23.0,160000,18,0
11,0,2005,5,2,1.4,97,80000,1,1,1,3,2,0.0,11.0,270000,7,0
15,0,2009,5,3,1.4,85,98500,1,1,1,3,5,0.0,11.0,347000,18,17
15,0,2007,5,2,1.8,125,223000,1,1,1,2,2,1.0,12.0,350000,4,34
11,0,2006,5,2,1.6,107,297000,1,1,1,2,1,0.0,13.0,230000,13,15
6,0,2008,5,3,1.4,122,121000,1,1,1,3,2,1.0,11.0,340000,16,47
0,0,2003,5,0,2.5,177,150000,2,1,1,3,1,1.0,15.0,349000,8,0
11,0,2003,5,0,1.6,105,251149,1,1,1,3,3,1.0,12.0,250000,6,0
0,5,2003,5,0,3.0,218,340000,2,1,1,3,1,1.0,15.0,749999,0,73
0,0,2001,5,0,3.7,235,121000,2,1,1,2,1,1.0,16.0,740000,11,0
3,0,2007,2,2,4.0,420,123000,0,1,1,3,4,0.0,12.0,1350000,0,0
11,0,2004,5,2,1.6,101,150000,1,1,1,3,1,1.0,14.0,215000,7,7
11,0,2002,5,0,1.6,115,153356,1,1,1,2,2,0.0,14.0,267000,15,29
11,0,2000,5,0,1.8,150,168000,1,1,1,3,0,0.0,19.0,270000,18,42
15,0,2007,5,2,1.6,115,160000,1,1,1,3,2,1.0,12.0,270000,4,35
11,0,2005,5,2,1.6,100,224500,1,1,1,1,2,0.0,13.0,270000,4,39
11,5,2005,5,0,3.0,235,193000,2,1,1,3,5,0.0,12.0,1050000,11,0
11,0,2005,5,2,1.8,140,197000,1,1,1,3,8,0.0,12.0,320000,5,0
0,0,2003,5,0,3.0,231,220000,2,1,1,2,1,0.0,15.0,480000,0,0
15,0,2007,5,0,1.5,107,198000,2,1,1,3,3,0.0,12.0,390000,17,22
0,0,2005,5,0,4.2,396,215000,2,1,1,3,3,1.0,14.0,760000,8,0
2,0,2005,5,1,1.5,110,298800,2,0,1,2,1,1.0,12.0,390000,5,27
0,5,2007,5,0,3.0,240,142449,2,1,1,3,1,1.0,12.0,850000,18,54
11,0,2002,5,2,1.5,86,180000,1,1,1,2,1,0.0,12.0,125000,1,0
2,5,2003,5,2,1.5,100,335000,1,1,1,3,2,0.0,16.0,230000,15,31
11,0,1992,5,0,2.2,150,115000,0,1,1,2,1,0.0,26.0,850000,11,0
11,0,2002,5,2,1.5,98,153120,1,1,1,3,2,1.0,16.0,215000,13,0
11,0,2005,5,2,1.8,125,230361,1,1,1,3,2,0.0,14.0,235000,4,0
8,0,2005,6,0,3.5,272,176000,2,1,1,2,1,0.0,13.0,730000,11,0
0,5,2006,5,0,2.5,170,215278,2,1,1,3,1,1.0,12.0,530000,7,0
0,0,1997,5,0,2.5,177,165000,2,1,1,3,1,0.0,18.0,280000,8,10
0,0,2007,5,0,2.3,145,130000,2,1,1,2,1,1.0,12.0,500000,4,0
2,0,1999,5,0,2.0,122,349000,1,0,1,3,2,0.0,20.0,300000,10,18
0,0,1993,5,2,2.0,128,215000,2,1,1,3,1,0.0,19.0,139000,7,0
11,0,2004,5,2,1.4,75,287760,1,1,1,2,1,0.0,13.0,169000,15,0
11,0,2000,4,0,3.5,245,240000,0,1,1,3,4,1.0,20.0,395000,0,8
12,0,2000,5,1,1.8,130,300000,2,0,1,3,9,0.0,19.0,230000,12,23
11,0,2006,5,2,1.6,107,159794,1,1,1,3,1,0.0,14.0,245000,13,11
11,0,2005,5,0,2.0,150,230000,1,1,1,3,0,0.0,14.0,330000,18,0
0,0,2005,5,0,3.0,220,170000,2,1,1,3,2,0.0,13.0,505000,12,0
15,0,2004,5,2,1.6,110,175533,1,1,1,3,1,0.0,13.0,210000,13,16
11,0,2005,5,2,1.8,140,191172,1,1,1,3,8,0.0,12.0,425000,5,0
11,0,1995,4,2,2.0,150,290000,0,1,1,2,4,0.0,21.0,210000,0,0
6,0,2000,5,2,2.0,136,265000,1,1,1,3,1,0.0,18.0,145000,3,16
11,0,1999,5,2,1.5,102,28300,1,1,1,1,2,0.0,12.0,255000,6,16
15,0,2006,5,2,1.6,105,119200,1,1,1,2,1,1.0,14.0,379499,10,0
0,0,2006,5,1,2.0,141,205000,1,1,1,3,1,0.0,13.0,465000,13,0
15,0,2004,4,2,2.0,200,190000,1,1,1,3,5,0.0,12.0,400000,18,0
11,0,1998,5,0,5.0,306,350000,0,1,1,3,4,0.0,21.0,350000,11,0
12,0,2005,5,2,1.8,125,324000,1,1,1,3,2,0.0,14.0,260000,4,0
15,0,2003,5,2,1.2,72,63492,1,1,1,2,1,0.0,13.0,265000,1,9
11,0,1999,5,2,1.8,110,190000,1,1,1,2,1,1.0,20.0,160000,14,0
0,0,2004,5,0,3.5,194,288175,2,1,1,3,1,1.0,16.0,400000,6,22
15,0,2006,5,0,1.6,122,162611,1,1,1,2,1,0.0,12.0,428000,7,11
15,0,2002,5,3,1.4,80,110000,1,1,1,3,0,0.0,13.0,205000,4,21
3,0,1999,4,0,3.0,208,130000,1,1,1,3,3,0.0,20.0,390000,12,37
11,0,2006,5,2,2.0,143,130000,1,1,1,3,1,0.0,12.0,310000,1,0
0,0,2002,5,0,3.6,280,270000,2,1,1,2,1,0.0,14.0,530000,18,0
15,0,2005,4,3,1.0,68,171300,1,1,1,3,1,0.0,12.0,193000,14,0
12,0,2008,5,2,1.8,152,185000,1,1,1,2,2,1.0,11.0,500000,16,0
12,0,2005,5,0,1.8,160,232000,1,1,1,3,0,0.0,12.0,380000,18,28
3,0,1989,4,2,2.6,280,15000,2,0,1,1,8,0.0,27.0,3000000,13,0
3,0,2003,4,0,1.3,210,145000,0,0,1,3,1,0.0,17.0,300000,10,6
11,0,2007,5,1,2.0,150,217000,1,1,1,3,0,0.0,13.0,370000,12,0
0,5,2004,7,0,2.7,190,225600,2,1,1,3,3,0.0,12.0,820000,8,0
15,0,1999,5,2,2.0,140,229640,1,1,1,3,2,1.0,20.0,150000,13,0
0,0,1998,4,2,1.6,105,276826,2,1,1,3,1,0.0,21.0,180000,5,0
0,5,2000,5,2,2.2,136,275000,2,1,1,3,1,0.0,13.0,575000,13,38
11,0,2000,5,2,1.3,82,280000,1,1,1,3,9,0.0,16.0,182000,12,0
0,0,2000,5,0,3.5,203,189412,2,1,1,3,1,0.0,17.0,380000,6,34
0,0,2003,5,0,4.8,360,260000,2,1,1,2,1,1.0,16.0,790000,0,30
2,5,2004,5,2,2.0,70,264000,1,1,1,3,3,0.0,12.0,325000,18,0
15,0,1999,5,2,1.4,68,309000,1,1,1,3,1,0.0,19.0,138000,16,0
11,0,2002,5,2,1.5,86,38000,1,1,1,2,1,0.0,11.0,180000,1,0
6,0,2000,5,2,1.6,102,216414,1,1,1,3,1,1.0,14.0,190000,16,0
11,0,2006,5,0,1.6,115,112000,1,1,1,3,2,1.0,13.0,320000,15,0
0,0,1998,4,2,1.6,105,300000,1,1,1,3,1,0.0,21.0,240000,5,6
0,0,2006,5,0,2.3,238,116500,2,1,1,3,1,0.0,13.0,465000,10,36
11,0,1993,5,0,2.8,193,233300,0,1,1,3,1,0.0,24.0,143000,11,0
11,0,1995,5,0,1.5,115,350000,1,1,1,3,6,0.0,22.0,120000,5,0
11,0,2002,5,2,1.8,116,430000,1,1,1,3,2,1.0,14.0,250000,13,26
0,5,2007,5,0,3.0,240,216000,2,1,1,3,1,1.0,12.0,780000,18,40
11,0,1999,5,2,1.8,116,220000,1,1,1,3,1,1.0,18.0,175000,14,31
11,0,1995,4,0,2.5,170,260000,0,1,1,3,4,0.0,22.0,250000,0,0
0,0,2006,5,0,2.5,218,232000,2,1,1,3,1,1.0,13.0,520000,0,38
11,0,2003,5,0,2.5,170,234000,1,1,1,3,3,1.0,14.0,270000,4,0
15,0,2005,5,2,1.4,97,91546,1,1,1,1,1,1.0,13.0,275000,6,9
11,0,1975,5,0,2.0,109,350000,0,1,1,2,0,0.0,35.0,350000,11,0
0,5,2006,5,0,2.5,170,300000,2,1,1,3,1,1.0,13.0,460000,7,46
11,5,1998,5,2,1.9,101,300000,1,1,1,2,4,0.0,17.0,200000,18,0
11,0,2003,5,2,1.8,125,194000,1,1,1,2,3,1.0,14.0,210000,4,0
0,0,2004,7,0,4.4,295,255000,2,1,1,3,3,0.0,13.0,710000,8,44
11,0,1994,5,2,3.0,193,348000,1,1,1,3,4,0.0,23.0,120000,13,0
15,0,2004,5,0,1.6,109,195000,1,1,1,3,1,0.0,14.0,225000,3,0
0,0,2006,5,0,3.0,272,181400,2,1,1,3,1,1.0,14.0,550000,0,29
8,5,2003,5,2,1.9,102,290000,1,1,1,2,0,0.0,12.0,800000,18,24
15,0,2007,5,2,1.4,80,160000,1,1,1,2,2,1.0,11.0,250000,4,34
0,5,2004,5,0,3.0,160,250000,2,1,1,1,5,1.0,15.0,788013,13,17
0,0,2005,5,2,2.4,170,134000,2,1,1,2,2,0.0,12.0,639000,12,32
0,5,2006,5,0,2.0,177,195000,2,1,1,2,1,1.0,12.0,800000,0,28
11,0,2005,5,0,2.0,150,270000,1,1,1,3,0,0.0,14.0,500000,18,30
11,0,1999,5,0,1.5,102,160700,1,1,1,3,2,0.0,13.0,290000,6,18
2,0,2007,5,2,1.8,125,201000,1,1,1,3,1,1.0,12.0,330000,4,44
12,0,2000,5,2,1.8,150,198000,1,1,1,3,1,1.0,15.0,295000,16,8
2,5,2002,5,2,1.9,69,198000,1,1,1,3,1,1.0,14.0,270000,14,0
3,0,1998,2,0,2.5,192,300000,0,1,1,3,4,0.0,19.0,590000,0,40
11,0,2000,5,0,1.6,98,288000,1,1,1,3,9,0.0,17.0,220000,12,24
15,0,2007,5,0,2.0,136,126000,0,1,1,2,1,1.0,13.0,440000,0,30
11,0,2001,5,1,2.0,140,159000,1,1,1,3,3,0.0,17.0,235000,13,27
0,0,2001,5,0,2.4,162,290000,2,1,1,3,2,0.0,17.0,395000,5,0
11,1,2005,4,0,5.5,388,185000,2,1,1,3,5,0.0,12.0,1100000,11,87
11,0,1997,5,2,1.8,111,240000,1,1,1,3,2,0.0,21.0,150000,7,0
11,0,1977,4,2,3.2,197,240780,0,1,1,1,1,0.0,39.0,900000,0,12
0,0,2003,5,0,4.4,320,175000,2,1,1,3,1,1.0,16.0,550000,0,0
11,0,2001,5,0,2.0,130,210000,1,1,1,3,1,1.0,18.0,100000,4,15
15,0,1994,5,0,1.5,99,194000,1,1,1,3,1,0.0,22.0,120000,6,0
11,0,2000,4,2,2.5,192,390000,0,1,1,3,4,1.0,18.0,370000,0,0
0,5,2006,5,0,3.2,165,143000,2,1,1,3,4,0.0,13.0,800000,12,63
11,0,2004,5,2,1.6,110,99000,1,1,1,2,1,0.0,13.0,300000,13,32
11,0,2006,5,2,1.4,75,270000,1,1,1,3,1,1.0,12.0,165000,15,10
15,0,2007,5,2,1.6,115,142000,1,1,1,3,2,1.0,12.0,229000,4,33
11,0,2006,5,2,2.0,150,227000,1,1,1,3,1,1.0,13.0,340000,10,27
0,0,2006,5,0,3.3,238,290000,2,1,1,3,1,1.0,13.0,440000,7,38
11,0,1997,5,0,2.7,203,198000,1,1,1,3,2,0.0,17.0,295000,2,0
0,0,2006,6,0,3.7,277,220000,2,1,1,3,1,0.0,12.0,550000,10,0
0,0,2002,5,2,1.7,80,30000,2,1,1,2,1,0.0,14.0,250000,1,0
0,1,2002,5,2,2.4,139,223000,2,1,1,3,1,0.0,17.0,395000,7,43
15,0,2004,5,2,1.6,109,236000,1,1,1,3,1,0.0,15.0,199000,3,13
0,0,1993,5,2,2.0,128,210000,2,1,1,3,1,0.0,20.0,175000,7,0
0,0,2002,5,0,2.5,165,200000,2,1,1,3,2,0.0,18.0,280000,17,0
9,0,1996,4,0,5.4,310,315000,2,1,1,3,0,0.0,20.0,950000,4,0
3,0,2003,4,2,1.3,231,104600,0,0,1,3,1,0.0,17.0,649000,10,0
2,0,2008,5,0,1.6,103,159130,1,1,1,2,1,1.0,12.0,350000,6,17
11,0,2001,5,0,2.7,172,328000,1,1,1,3,4,1.0,14.0,220000,6,13
2,0,2003,5,0,3.0,203,360000,1,1,1,3,2,1.0,16.0,280000,10,0
3,0,2007,2,0,3.0,272,114600,0,1,1,3,2,1.0,12.0,950000,0,0
11,0,1985,5,0,2.6,160,360000,0,1,1,3,2,1.0,30.0,650000,11,0
11,5,1998,4,0,2.9,193,434000,0,1,1,3,3,1.0,21.0,670000,0,0
11,0,2005,5,2,1.6,100,121218,1,1,1,3,2,0.0,13.0,275000,4,15
0,0,2006,5,1,2.0,141,120000,1,1,1,2,1,0.0,13.0,530000,13,35
11,0,2001,5,2,1.8,116,226000,1,1,1,3,3,0.0,18.0,215000,13,5
11,0,2001,4,0,3.6,272,170000,0,1,1,3,4,0.0,19.0,265735,0,60
3,0,2003,4,0,1.3,192,76200,0,1,1,3,1,0.0,16.0,350000,10,34
11,0,2006,5,0,1.6,105,173000,1,1,1,1,1,1.0,14.0,350000,10,0
11,0,2005,5,0,1.8,140,231000,1,1,1,3,8,0.0,12.0,400000,5,22
2,0,2005,5,2,1.8,122,117000,1,1,1,2,1,1.0,12.0,305000,6,26
0,0,2006,5,0,2.3,238,186000,2,1,1,3,1,0.0,12.0,390000,10,31
11,0,2000,5,0,1.8,150,220000,1,1,1,3,0,0.0,17.0,220000,18,24
0,5,2005,5,2,2.0,140,160000,2,1,1,2,2,0.0,12.0,640000,12,43
2,5,2002,5,2,1.8,90,120000,1,1,1,2,1,0.0,11.0,400000,4,0
11,0,2001,4,0,4.4,333,180000,0,1,1,3,4,0.0,17.0,350000,0,0
11,0,2004,5,2,1.6,101,161242,1,1,1,3,1,1.0,14.0,180000,7,0
15,0,2006,5,2,2.0,150,237000,1,1,1,3,1,1.0,13.0,330000,10,27
11,0,1994,4,0,2.8,193,125876,0,1,1,3,3,0.0,22.0,85000,0,0
12,0,1999,5,2,1.6,107,265000,1,1,1,1,1,1.0,18.0,170000,15,0
0,0,2005,5,1,2.4,170,206000,2,1,1,3,2,0.0,12.0,569000,12,18
0,0,2006,5,0,3.0,272,197000,2,1,1,2,2,0.0,11.0,1000000,0,15
11,0,1995,4,0,2.5,170,350000,0,1,1,3,4,0.0,22.0,370000,0,28
3,0,2007,2,3,4.0,420,163321,0,1,1,3,4,0.0,12.0,1699000,0,33
8,0,2000,5,0,2.4,150,303000,1,1,1,3,4,0.0,19.0,125000,2,0
3,0,1994,4,2,2.0,213,100000,2,1,1,3,2,0.0,23.0,620000,12,6
0,0,1999,7,2,2.4,118,450000,2,1,1,3,2,1.0,19.0,180000,13,0
8,0,2007,7,0,3.3,177,144000,1,1,1,3,5,0.0,12.0,700000,2,3
8,5,2003,7,0,2.5,131,235000,1,1,1,3,0,0.0,15.0,780000,18,0
0,0,2005,5,0,4.6,295,190000,2,1,1,3,4,0.0,12.0,700000,4,9
15,0,2005,5,2,1.8,125,238000,1,1,1,3,2,0.0,13.0,190000,4,0
11,0,1995,4,0,2.5,170,244934,0,1,1,3,4,0.0,24.0,300000,0,0
11,0,2005,5,0,1.6,98,240000,1,1,1,2,9,1.0,11.0,360000,12,4
0,0,2005,5,0,4.2,396,262206,2,1,1,3,3,1.0,15.0,462000,8,39
11,0,2005,4,0,4.7,340,222589,2,1,1,2,5,0.0,13.0,660000,11,38
11,0,2005,5,2,1.6,115,241000,1,1,1,3,2,0.0,14.0,260000,4,0
12,0,2006,5,2,1.6,122,210000,1,1,1,1,1,0.0,12.0,410000,7,0
6,0,2009,5,0,4.4,407,152000,0,1,1,2,6,0.0,11.0,750000,0,0
0,0,2003,5,0,3.0,231,272000,2,1,1,3,1,0.0,15.0,429500,0,32
0,5,2005,5,0,3.6,272,290000,2,1,1,3,1,0.0,11.0,899999,8,57
11,0,1999,5,2,1.6,103,227000,1,1,1,3,1,1.0,21.0,204000,12,30
11,0,2003,4,0,2.5,218,355000,0,1,1,3,5,0.0,15.0,420000,0,47
0,5,2006,5,0,4.0,306,141370,2,1,1,2,1,0.0,12.0,1100000,11,32
11,0,2002,5,0,2.4,190,330000,1,1,1,3,7,0.0,16.0,410000,5,0
11,0,2006,5,0,1.6,105,178000,1,1,1,3,1,1.0,14.0,300000,10,29
0,0,2005,5,0,5.0,306,210000,2,1,1,3,2,0.0,14.0,690000,11,52
8,0,2003,8,0,2.5,163,230000,1,0,1,3,2,0.0,15.0,530000,13,16
11,0,2004,4,0,3.5,272,250000,0,1,1,3,1,0.0,15.0,550000,11,0
15,0,2006,5,3,1.4,90,179479,1,1,1,3,1,0.0,11.0,235000,14,0
0,0,2004,5,0,2.3,155,270000,1,1,1,3,1,1.0,16.0,305000,4,0
0,0,2007,5,0,2.3,155,189000,1,1,1,2,2,0.0,13.0,465000,4,0
11,0,2005,4,0,2.0,156,136541,0,1,1,3,5,0.0,11.0,585000,0,47
11,0,2001,4,0,4.4,333,677676,0,1,1,3,4,0.0,17.0,330000,0,0
11,0,1998,5,0,1.6,102,200500,1,1,1,3,0,0.0,17.0,190000,18,30
0,0,2007,5,0,3.6,280,351000,2,1,1,3,1,1.0,12.0,630000,18,49
0,0,2005,5,0,2.5,230,140000,2,1,1,3,2,1.0,13.0,690000,17,0
11,0,1996,5,2,1.8,125,267000,1,1,1,3,0,0.0,22.0,200000,18,0
11,0,1999,5,0,1.5,102,181000,1,1,1,3,2,0.0,17.0,125000,6,5
11,0,1999,5,2,1.6,103,390000,1,1,1,3,1,1.0,17.0,115000,12,25
15,0,2007,5,2,1.4,80,218800,1,1,1,3,2,1.0,12.0,265000,4,32
15,0,2007,5,0,1.6,115,112300,0,1,1,3,1,1.0,11.0,460000,0,0
9,5,2006,5,2,2.5,136,186000,2,1,1,2,4,0.0,12.0,580000,12,23
11,0,2004,5,0,1.8,192,220629,0,1,1,3,2,1.0,15.0,490000,11,48
12,0,1996,5,0,2.0,145,266000,2,0,1,3,1,0.0,23.0,130000,5,20
15,0,2006,5,2,1.6,115,243779,1,1,1,2,1,0.0,13.0,335000,7,32
11,0,2005,5,0,2.5,208,91108,0,1,1,3,2,0.0,13.0,910000,9,52
12,0,2004,5,2,1.6,109,154000,1,1,1,2,0,0.0,13.0,250000,1,0
11,0,2006,5,2,2.0,150,180000,1,1,1,3,1,1.0,14.0,287000,10,0
11,0,2001,5,0,2.0,130,235000,1,1,1,3,1,1.0,17.0,100000,4,0
15,0,2005,5,2,1.4,97,78000,1,1,1,3,1,1.0,12.0,320000,6,13
8,0,1995,5,0,2.8,174,125000,2,1,1,2,1,0.0,22.0,340000,18,39
0,0,2005,5,0,2.7,189,154000,2,1,1,3,2,0.0,13.0,650000,6,0
11,0,2005,5,0,1.6,100,190001,1,1,1,3,2,0.0,15.0,210000,4,25
8,5,2003,6,2,2.2,95,373200,0,1,1,2,2,0.0,12.0,1160000,11,13
11,0,2005,5,0,2.4,173,192000,1,1,1,3,1,1.0,14.0,400000,13,11
0,0,2002,5,1,3.5,234,225573,1,1,1,3,1,0.0,14.0,325000,13,31
15,0,2004,5,2,1.6,109,147000,1,1,1,3,0,0.0,15.0,230000,1,0
6,0,2007,5,2,1.8,120,199999,1,1,1,3,2,0.0,13.0,390000,10,0
11,0,2006,5,0,1.6,105,160000,1,1,1,3,1,1.0,12.0,420000,10,0
15,0,1998,5,0,1.4,75,132500,1,1,1,2,0,0.0,13.0,200000,14,12
11,0,1997,5,0,2.0,150,98000,1,0,1,3,0,0.0,23.0,228000,5,0
6,0,2008,5,2,1.6,102,197000,1,1,1,3,2,1.0,12.0,430000,16,19
15,0,2004,5,0,1.8,122,138000,1,1,1,2,0,0.0,12.0,250000,1,32
8,5,2007,7,0,3.0,211,164588,2,1,1,2,1,1.0,12.0,845000,11,78
8,0,2000,5,0,2.4,152,188000,1,1,1,3,4,0.0,19.0,185000,2,0
11,0,2004,5,2,1.6,101,175000,1,1,1,3,1,1.0,13.0,215000,7,0
12,0,2003,5,0,2.5,165,128000,2,1,1,3,3,0.0,15.0,480000,17,0
11,0,1995,4,0,2.0,150,400000,0,1,1,3,4,0.0,22.0,230000,0,0
15,0,2005,5,2,1.8,125,132867,1,1,1,3,2,0.0,14.0,250000,4,0
11,0,2004,5,2,1.6,101,225000,1,1,1,2,1,1.0,12.0,155000,7,0
11,0,2006,5,2,1.6,107,202000,1,1,1,3,1,0.0,11.0,265000,13,20
11,0,2005,5,2,2.0,135,180000,1,1,1,3,9,1.0,13.0,335000,12,21
0,0,1998,5,0,2.0,129,183000,2,1,1,3,0,0.0,18.0,350000,12,0
8,5,2002,7,0,2.9,144,150000,1,1,1,3,1,1.0,17.0,205000,7,29
15,0,2004,5,2,1.6,109,230000,1,1,1,3,0,0.0,14.0,250000,1,0
2,0,2003,5,2,1.6,115,162000,1,1,1,3,1,0.0,15.0,235000,4,21
15,0,1998,5,0,1.4,75,213000,1,1,1,3,0,0.0,15.0,175000,14,0
11,0,2000,5,1,1.5,105,326790,1,0,1,3,3,0.0,18.0,235000,5,16
15,0,2007,5,0,2.0,122,218000,0,1,1,3,1,1.0,11.0,460000,0,12
0,0,1999,5,0,4.4,286,286000,2,1,1,3,1,0.0,20.0,300000,0,0
0,0,2007,5,0,3.6,280,188000,2,1,1,2,1,1.0,13.0,700000,18,46
15,0,2002,5,2,1.5,98,110000,1,1,1,3,2,1.0,15.0,205000,13,0
0,5,2006,5,0,3.0,235,224000,2,1,1,3,2,0.0,13.0,890000,0,0
6,0,2005,5,2,1.8,120,183000,1,1,1,2,1,1.0,13.0,385000,10,0
15,0,2001,3,0,1.8,115,190000,0,1,1,3,4,1.0,18.0,250000,0,0
15,0,2005,5,2,1.4,97,119142,1,1,1,3,1,1.0,13.0,265000,6,7
11,0,2006,5,0,1.6,115,190000,1,1,1,3,2,1.0,13.0,195000,15,9
12,0,2007,5,0,1.6,120,255000,1,1,1,3,1,0.0,12.0,250000,14,0
0,0,2008,5,2,2.0,141,120000,2,1,1,3,2,1.0,11.0,558000,7,30
0,0,2003,5,0,3.0,231,191500,2,1,1,3,1,0.0,15.0,400000,0,0
11,0,2003,5,2,1.6,107,289000,1,1,1,3,3,1.0,17.0,110000,6,6
2,0,1994,7,0,2.2,150,267000,1,1,1,1,1,0.0,23.0,250000,5,0
2,0,2008,5,2,1.4,75,517000,1,1,1,3,2,0.0,11.0,300000,14,10
2,0,2003,5,2,1.8,125,240000,1,1,1,3,1,0.0,16.0,275000,4,0
11,5,1984,5,2,2.5,90,399194,0,1,1,2,0,0.0,33.0,170000,11,0
11,0,2004,5,0,2.0,144,150000,1,1,1,2,5,0.0,13.0,429000,6,0
11,0,2005,4,0,5.5,388,165000,0,1,1,3,5,0.0,15.0,610000,11,13
11,0,1977,4,2,2.8,184,200000,0,1,1,2,1,0.0,42.0,250000,0,0
9,5,2006,5,2,2.5,136,490000,2,1,1,1,4,0.0,12.0,590000,12,26
11,0,1999,5,0,3.0,200,177000,1,1,1,3,5,0.0,15.0,390000,13,39
0,0,1990,5,0,3.2,210,377000,2,1,1,2,2,0.0,25.0,980000,11,0
2,0,2002,5,2,2.0,139,188150,1,1,1,3,1,1.0,14.0,265000,7,25
11,0,2009,5,0,1.6,113,210000,1,1,1,3,1,0.0,11.0,300000,1,4
0,5,2007,5,0,3.0,240,86000,2,1,1,2,1,1.0,11.0,1170000,18,49
15,0,2006,5,0,2.0,150,205000,1,1,1,3,1,1.0,12.0,399000,10,30
2,5,2001,5,2,1.5,82,245000,1,1,1,3,1,0.0,18.0,150000,6,0
0,0,1998,5,0,2.0,122,238000,2,1,1,2,2,0.0,20.0,300000,1,0
12,0,2000,5,0,2.5,192,202000,0,1,1,1,4,1.0,18.0,305000,0,8
11,0,2001,5,2,2.0,137,172000,1,1,1,2,4,1.0,14.0,293000,6,19
11,0,2005,5,2,2.5,280,19855,2,1,1,3,2,1.0,15.0,1690000,17,0
12,0,2006,5,0,2.5,165,198000,2,1,1,3,3,1.0,14.0,649000,17,33
11,0,2005,4,0,2.5,218,125000,0,1,1,2,5,0.0,12.0,620000,0,21
